1659	  8.9
1660	  9.1
1661	  9.8
1662	  9.5
1663	  8.6
1664	  9.3
1665	  8.3
1666	  9.9
1667	  8.5
1668	  9.5
1669	  9.0
1670	  9.0
1671	  9.1
1672	  8.8
1673	  8.4
1674	  8.1
1675	  7.9
1676	  8.8
1677	  8.8
1678	  8.4
1679	  8.8
1680	  8.9
1681	  8.7
1682	  9.0
1683	  8.5
1684	  8.0
1685	  9.2
1686	 10.2
1687	  9.0
1688	  7.9
1689	  8.6
1690	  8.9
1691	  8.2
1692	  7.7
1693	  8.5
1694	  7.7
1695	  7.3
1696	  8.5
1697	  8.1
1698	  7.7
1699	  8.8
1700	  8.6
1701	  8.7
1702	  9.3
1703	  9.1
1704	  9.1
1705	  8.7
1706	  9.8
1707	  9.4
1708	  9.7
1709	  8.7
1710	  9.5
1711	  9.4
1712	  9.1
1713	  8.6
1714	  9.4
1715	  9.4
1716	  8.4
1717	  9.0
1718	  9.3
1719	  9.5
1720	  9.1
1721	  8.9
1722	  9.4
1723	  9.8
1724	  9.3
1725	  8.7
1726	  9.4
1727	 10.0
1728	  9.5
1729	  9.3
1730	 10.1
1731	  9.9
1732	  9.7
1733	 10.5
1734	  9.8
1735	  9.6
1736	 10.3
1737	  9.9
1738	  9.8
1739	  9.2
1740	  6.9
1741	  9.3
1742	  8.4
1743	  9.8
1744	  8.8
1745	  8.8
1746	  8.7
1747	  9.8
1748	  8.8
1749	  9.5
1750	  9.7
1751	  8.5
1752	  9.2
1753	  9.1
1754	  8.9
1755	  8.6
1756	  8.8
1757	  9.0
1758	  9.0
1759	 10.0
1760	  9.8
1761	 10.0
1762	  9.6
1763	  8.9
1764	  8.7
1765	  8.6
1766	  8.7
1767	  8.7
1768	  8.9
1769	  8.8
1770	  8.5
1771	  8.6
1772	  9.2
1773	  9.3
1774	  9.1
1775	 10.1
1776	  9.0
1777	  9.1
1778	  9.2
1779	 10.4
1780	  9.1
1781	 10.2
1782	  8.0
1783	  9.3
1784	  7.8
1785	  8.6
1786	  8.2
1787	  9.3
1788	  9.2
1789	  8.9
1790	  9.4
1791	  9.3
1792	  9.2
1793	  9.1
1794	  9.9
1795	  8.7
1796	  9.0
1797	  9.0
1798	  9.6
1799	  7.9
1800	  9.3
1801	  9.6
1802	  9.0
1803	  9.1
1804	  9.6
1805	  9.0
1806	  9.8
1807	  8.7
1808	  8.9
1809	  9.0
1810	  8.8
1811	  9.7
1812	  8.2
1813	  8.7
1814	  7.8
1815	  9.1
1816	  7.9
1817	  8.9
1818	  9.9
1819	  9.3
1820	  8.6
1821	  9.6
1822	 10.1
1823	  8.4
1824	  9.3
1825	  9.8
1826	 10.1
1827	  9.5
1828	 10.3
1829	  8.2
1830	  8.7
1831	 10.1
1832	  9.5
1833	  9.5
1834	 10.5
1835	  9.6
